"","subj","experiment.x","action","yesno","age.at.study","age.at.survey","prop.lower","prop.higher","avg.lower","avg.higher","exp","agegroup","looking.to.unexp","LTdiff","age","category","monthsPerformed","yesnoAtStudy"
"1063","36","MR10","stands","no",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,NA,"selflocomotion",NA,NA
"1064","37","MR13","stands","yes",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,12,"selflocomotion",0.866666670000001,"1"
"1065","38","MR13","stands","yes",12.66666667,14.5,0.420596728,0.579403272,14.858,20.468,"MR","13",0.579403272,5.61,8,"selflocomotion",4.66666667,"1"
"1066","39","MR10","stands","yes",9.933333333,9.9,0.466238693,0.533761307,39.945,45.73,"MR","10",0.533761307,5.785,10,"selflocomotion",-0.0666666669999998,"1"
"1067","40","MR10","stands","yes",9.866666667,9.9,0.557995495,0.442004505,16.847,13.345,"MR","10",0.442004505,-3.502,9.75,"selflocomotion",0.116666667000001,"1"
"1068","41","MR10","stands","no",9.833333333,9.8,0.567712171,0.432287829,35.44,26.986,"MR","10",0.432287829,-8.454,7.25,"selflocomotion",2.56666667,"0"
"1069","42","MR13","stands","yes",12.66666667,12.7,0.552287582,0.447712418,25.857,20.961,"MR","13",0.447712418,-4.896,11,"selflocomotion",1.66666667,"1"
"1070","43","MR13","stands","yes",13.43333333,13.4,0.453084648,0.546915352,26.843,32.402,"MR","13",0.546915352,5.559,11,"selflocomotion",2.43333333,"1"
"1071","44","MR13","stands","yes",12.76666667,12.8,0.407035176,0.592964824,17.901,26.078,"MR","13",0.592964824,8.177,9,"selflocomotion",3.76666667,"1"
"1072","45","MR13","stands","no",12.63333333,12.6,0.589928058,0.410071942,19.516,13.566,"MR","13",0.410071942,-5.95,12,"selflocomotion",0.632999999999999,"0"
"1073","46","MR13","stands","yes",12.86666667,12.9,0.189333333,0.810666667,7.242,31.008,"MR","13",0.810666667,23.766,10,"selflocomotion",2.86666667,"1"
"1074","47","MR13","stands","yes",12.53333333,12.5,0.484787018,0.515212982,8.126,8.636,"MR","13",0.515212982,0.51,11.5,"selflocomotion",1.03333333,"1"
"1075","48","MR10","stands","yes",10.33333333,10.4,0.416793121,0.583206879,28.016,39.202,"MR","10",0.583206879,11.186,10,"selflocomotion",0.33333333,"1"
"1076","49","MR13","stands","yes",12.86666667,12.9,0.178016726,0.821983274,5.066,23.392,"MR","13",0.821983274,18.326,8.5,"selflocomotion",4.36666667,"1"
"1077","50","MR10","stands","no",10.2,10.8,0.239370079,0.760629921,5.168,16.422,"MR","10",0.760629921,11.254,NA,"selflocomotion",NA,NA
"1078","51","MR13","stands","no",12.66666667,12.9,0.43060355,0.56939645,25.67,33.944,"MR","13",0.56939645,8.274,9.5,"selflocomotion",3.133,"0"
"1079","52","MR10","stands","no",9.533333333,9.5,0.609964413,0.390035587,14.569,9.316,"MR","10",0.390035587,-5.253,1,"selflocomotion",8.5,"0"
"1080","53","MR13","stands","yes",13.06666667,13.1,0.558149919,0.441850081,60,47.498,"MR","13",0.441850081,-12.502,12,"selflocomotion",1.06666667,"1"
"1081","54","MR10","stands","no",10.46666667,10.5,0.44750496,0.55249504,29.325,36.205,"MR","10",0.55249504,6.88,1,"selflocomotion",9.43333333,"0"
"1082","55","MR10","stands","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,8.5,"selflocomotion",1.066666667,"1"
"1083","56","MR10","stands","no",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,8,"selflocomotion",2.26666667,"0"
"1084","57","MR10","stands","no",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,9,"selflocomotion",1.4,"0"
"1085","58","MR10","stands","yes",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,10,"selflocomotion",0.33333333,"1"
"1086","59","MR10","stands","yes",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,5.75,"selflocomotion",4.116666667,"1"
"1087","60","MR10","stands","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,9,"selflocomotion",1.06666667,"1"
"1088","61",NA,"stands","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,6,"selflocomotion",NA,NA
"1089","62",NA,"stands","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,10.5,"selflocomotion",NA,NA
"1090","63",NA,"stands","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,8,"selflocomotion",NA,NA
"1091","64",NA,"stands","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,11,"selflocomotion",NA,NA
"1092","65",NA,"stands","yes",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,8,"selflocomotion",NA,NA
"1093","66",NA,"stands","no",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"selflocomotion",NA,NA
"1094","69","RISK10","stands","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,NA,"selflocomotion",NA,NA
"1095","70","RISK10","stands","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,13,"selflocomotion",-2.6333,"0"
"1096","72","RISK10","stands","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,4.43,"selflocomotion",6.1033,"1"
"1097","73","RISK10","stands","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,12,"selflocomotion",-1.9333,"0"
"1098","74","RISK10","stands","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,12,"selflocomotion",-2.2333,"0"
"1099","77","RISK10","stands","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,14,"selflocomotion",-3.3667,"0"
"1100","78","RISK10","stands","yes",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,12,"selflocomotion",-1.9333,"0"
"1101","81","RISK10","stands","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,11,"selflocomotion",-0.7667,"0"
"1102","82","RISK10","stands","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,11,"selflocomotion",-1.4,"0"
"1103","87","RISK10","stands","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,11,"selflocomotion",-1.3667,"0"
"1104","88","RISK10","stands","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,10,"selflocomotion",0.466699999999999,"1"
"1105","91","RISK10","stands","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,12.2,"selflocomotion",-1.967,"0"
"1106","92","RISK10","stands","yes",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,11,"selflocomotion",-0.966699999999999,"0"
"1107","93","RISK10","stands","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,13.2,"selflocomotion",-2.9,"0"
"1108","94","RISK10","stands","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,11,"selflocomotion",-1.2667,"0"
"1109","96","RISK10","stands","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,12,"selflocomotion",-1.6,"0"
"1110","97","RISK10","stands","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,12,"selflocomotion",-2.1667,"0"
"1111","98","RISK10","stands","yes",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,9,"selflocomotion",1.5667,"1"
"1112","100","RISK13","stands","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,10.8,"selflocomotion",2.6,"1"
"1113","103","RISK13","stands","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,11,"selflocomotion",2.2,"1"
"1114","104","RISK13","stands","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,12,"selflocomotion",0.632999999999999,"1"
"1115","105","RISK13","stands","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,11,"selflocomotion",1.6,"1"
"1116","110","RISK13","stands","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,11,"selflocomotion",2.467,"1"
"1117","111","RISK13","stands","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,10,"selflocomotion",3.233,"1"
"1118","112","RISK13","stands","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,10.5,"selflocomotion",2.267,"1"
"1119","113","RISK13","stands","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,12,"selflocomotion",0.766999999999999,"1"
"1120","115","RISK13","stands","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,16,"selflocomotion",-3.433,"0"
"1121","116","RISK13","stands","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,7.75,"selflocomotion",5.35,"1"
"1122","117","RISK13","stands","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,12,"selflocomotion",0.766999999999999,"1"
"1123","122","RISK13","stands","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,10,"selflocomotion",3.067,"1"
"1124","123","RISK13","stands","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,13,"selflocomotion",-0.0670000000000002,"0"
"1125","125","RISK13","stands","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,7,"selflocomotion",6.133,"1"
"1126","127","RISK13","stands","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,12,"selflocomotion",0.967000000000001,"1"
"1127","129","RISK13","stands","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,12,"selflocomotion",0.632999999999999,"1"
"1128","130","RISK13","stands","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,9.5,"selflocomotion",3.5,"1"
"1129","1","MR10","cruises","yes",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,11,"selflocomotion",-0.93333333,"0"
"1130","2","MR13","cruises","yes",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,6.15,"selflocomotion",6.78333333,"1"
"1131","3","MR10","cruises","yes",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,NA,"selflocomotion",NA,NA
"1132","4","MR13","cruises","yes",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,12,"selflocomotion",0.699999999999999,"1"
"1133","5","MR13","cruises","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,10,"selflocomotion",3.5,"1"
"1134","6","MR13","cruises","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,10,"selflocomotion",3.1,"1"
"1135","7","MR13","cruises","yes",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,12.5,"selflocomotion",0.199999999999999,"1"
"1136","8","MR13","cruises","yes",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,12,"selflocomotion",0.96666667,"1"
"1137","10","MR13","cruises","yes",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,11,"selflocomotion",2.1,"1"
"1138","13","MR10","cruises","yes",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,11,"selflocomotion",-0.93333333,"0"
"1139","14","MR13","cruises","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,11,"selflocomotion",1.83333333,"1"
"1140","15","MR10","cruises","yes",9.8,12.2,0.157411669,0.842588331,5.814,31.121,"MR","10",0.842588331,25.307,8,"selflocomotion",1.8,"1"
"1141","18","MR10","cruises","yes",9.666666667,10.7,0.370714286,0.629285714,8.823,14.977,"MR","10",0.629285714,6.154,10.5,"selflocomotion",-0.833333333000001,"0"
"1142","19","MR10","cruises","yes",10.3,12.6,0.5,0.5,60,60,"MR","10",0.5,0,12,"selflocomotion",-1.7,"0"
"1143","21","MR10","cruises","yes",9.466666667,10.6,0.481642994,0.518357006,46.388,49.924,"MR","10",0.518357006,3.536,9.5,"selflocomotion",-0.0333333329999999,"0"
"1144","22","MR10","cruises","yes",9.466666667,9.5,0.510416667,0.489583333,6.664,6.392,"MR","10",0.489583333,-0.271999999999999,10,"selflocomotion",-0.533333333,"1"
"1145","23","MR13","cruises","yes",12.73333333,12.7,0.381055489,0.618944511,24.99,40.591,"MR","13",0.618944511,15.601,8,"selflocomotion",4.73333333,"1"
"1146","25","MR13","cruises","yes",12.56666667,12.6,0.603160667,0.396839333,11.679,7.684,"MR","13",0.396839333,-3.995,9,"selflocomotion",3.56666667,"1"
"1147","26","MR13","cruises","yes",12.56666667,12.6,0.449341439,0.550658561,15.079,18.479,"MR","13",0.550658561,3.4,10.5,"selflocomotion",2.06666667,"1"
"1148","27","MR13","cruises","yes",13,13,0.476331361,0.523668639,10.948,12.036,"MR","13",0.523668639,1.088,10,"selflocomotion",3,"1"
"1149","28","MR10","cruises","yes",10.26666667,12.7,0.352201258,0.647798742,7.616,14.008,"MR","10",0.647798742,6.392,9,"selflocomotion",1.26666667,"1"
"1150","29","MR10","cruises","no",9.8,9.8,0.407671722,0.592328278,7.769,11.288,"MR","10",0.592328278,3.519,8.13,"selflocomotion",1.66666667,"0"
"1151","30","MR10","cruises","no",9.566666667,10.5,0.308854385,0.691145615,12.512,27.999,"MR","10",0.691145615,15.487,NA,"selflocomotion",NA,NA
"1152","31","MR13","cruises","yes",13,13,0.309934563,0.690065437,8.857,19.72,"MR","13",0.690065437,10.863,10,"selflocomotion",3,"1"
"1153","32","MR13","cruises","yes",13.4,13.4,0.642971795,0.357028205,47.668,26.469,"MR","13",0.357028205,-21.199,11,"selflocomotion",2.4,"1"
"1154","33","MR10","cruises","no",9.966666667,10,0.253170335,0.746829665,17.748,52.355,"MR","10",0.746829665,34.607,3.1,"selflocomotion",6.86666667,"0"
"1155","34","MR10","cruises","yes",9.7,9.7,0.548733691,0.451266309,12.155,9.996,"MR","10",0.451266309,-2.159,9,"selflocomotion",0.699999999999999,"1"
"1156","35","MR10","cruises","yes",10.06666667,10.1,0.522017045,0.477982955,12.495,11.441,"MR","10",0.477982955,-1.054,10,"selflocomotion",0.06666667,"1"
"1157","36","MR10","cruises","yes",8.966666667,9.6,0.207333333,0.792666667,10.574,40.426,"MR","10",0.792666667,29.852,9,"selflocomotion",-0.0333333329999999,"0"
"1158","37","MR13","cruises","yes",12.86666667,12.9,0.241610738,0.758389262,7.344,23.052,"MR","13",0.758389262,15.708,11,"selflocomotion",1.86666667,"1"
"1159","38","MR13","cruises","yes",12.66666667,14.5,0.420596728,0.579403272,14.858,20.468,"MR","13",0.579403272,5.61,9,"selflocomotion",3.66666667,"1"
"1160","39","MR10","cruises","yes",9.933333333,9.9,0.466238693,0.533761307,39.945,45.73,"MR","10",0.533761307,5.785,10,"selflocomotion",-0.0666666669999998,"1"
"1161","40","MR10","cruises","yes",9.866666667,9.9,0.557995495,0.442004505,16.847,13.345,"MR","10",0.442004505,-3.502,5.75,"selflocomotion",4.1333,"1"
"1162","41","MR10","cruises","no",9.833333333,9.8,0.567712171,0.432287829,35.44,26.986,"MR","10",0.432287829,-8.454,1,"selflocomotion",8.767,"0"
"1163","42","MR13","cruises","yes",12.66666667,12.7,0.552287582,0.447712418,25.857,20.961,"MR","13",0.447712418,-4.896,11,"selflocomotion",1.66666667,"1"
"1164","43","MR13","cruises","yes",13.43333333,13.4,0.453084648,0.546915352,26.843,32.402,"MR","13",0.546915352,5.559,11,"selflocomotion",2.43333333,"1"
"1165","44","MR13","cruises","yes",12.76666667,12.8,0.407035176,0.592964824,17.901,26.078,"MR","13",0.592964824,8.177,9.5,"selflocomotion",3.26666667,"1"
"1166","45","MR13","cruises","yes",12.63333333,12.6,0.589928058,0.410071942,19.516,13.566,"MR","13",0.410071942,-5.95,11.5,"selflocomotion",1.13333333,"1"
"1167","46","MR13","cruises","yes",12.86666667,12.9,0.189333333,0.810666667,7.242,31.008,"MR","13",0.810666667,23.766,10.5,"selflocomotion",2.36666667,"1"
"1168","47","MR13","cruises","yes",12.53333333,12.5,0.484787018,0.515212982,8.126,8.636,"MR","13",0.515212982,0.51,11.5,"selflocomotion",1.03333333,"1"
"1169","48","MR10","cruises","yes",10.33333333,10.4,0.416793121,0.583206879,28.016,39.202,"MR","10",0.583206879,11.186,7,"selflocomotion",3.33333333,"1"
"1170","49","MR13","cruises","yes",12.86666667,12.9,0.178016726,0.821983274,5.066,23.392,"MR","13",0.821983274,18.326,9,"selflocomotion",3.86666667,"1"
"1171","50","MR10","cruises","yes",10.2,10.8,0.239370079,0.760629921,5.168,16.422,"MR","10",0.760629921,11.254,10.5,"selflocomotion",-0.300000000000001,"0"
"1172","51","MR13","cruises","yes",12.66666667,12.9,0.43060355,0.56939645,25.67,33.944,"MR","13",0.56939645,8.274,8,"selflocomotion",4.66666667,"1"
"1173","52","MR10","cruises","yes",9.533333333,9.5,0.609964413,0.390035587,14.569,9.316,"MR","10",0.390035587,-5.253,9,"selflocomotion",0.533333333,"1"
"1174","53","MR13","cruises","yes",13.06666667,13.1,0.558149919,0.441850081,60,47.498,"MR","13",0.441850081,-12.502,11,"selflocomotion",2.06666667,"1"
"1175","54","MR10","cruises","yes",10.46666667,10.5,0.44750496,0.55249504,29.325,36.205,"MR","10",0.55249504,6.88,9,"selflocomotion",1.46666667,"1"
"1176","55","MR10","cruises","yes",9.566666667,9.6,0.554878049,0.445121951,12.376,9.928,"MR","10",0.445121951,-2.448,7.5,"selflocomotion",2.066666667,"1"
"1177","56","MR10","cruises","no",10.3,10.3,0.445301543,0.554698457,10.795,13.447,"MR","10",0.554698457,2.652,7.2,"selflocomotion",3.1,"0"
"1178","57","MR10","cruises","no",10.4,10.3,0.690690691,0.309309309,19.55,8.755,"MR","10",0.309309309,-10.795,10.5,"selflocomotion",-0.0670000000000002,"0"
"1179","58","MR10","cruises","yes",10.33333333,10.3,0.512152778,0.487847222,30.09,28.662,"MR","10",0.487847222,-1.428,10,"selflocomotion",0.33333333,"1"
"1180","59","MR10","cruises","no",9.866666667,9.9,0.645784996,0.354215004,14.195,7.786,"MR","10",0.354215004,-6.409,4.75,"selflocomotion",5.133,"0"
"1181","60","MR10","cruises","yes",10.06666667,10.1,0.419681621,0.580318379,14.79,20.451,"MR","10",0.580318379,5.661,9,"selflocomotion",1.06666667,"1"
"1182","61",NA,"cruises","yes",NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"selflocomotion",NA,NA
"1183","62",NA,"cruises","yes",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"selflocomotion",NA,NA
"1184","63",NA,"cruises","yes",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,9.5,"selflocomotion",NA,NA
"1185","64",NA,"cruises","yes",NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,11,"selflocomotion",NA,NA
"1186","65",NA,"cruises","no",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"selflocomotion",NA,NA
"1187","66",NA,"cruises","yes",NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,9,"selflocomotion",NA,NA
"1188","69","RISK10","cruises","yes",10.2667,22.1,0.62819482,0.37180518,19.54,11.57,"RISK","10",0.62819482,7.97,10,"selflocomotion",0.2667,"1"
"1189","70","RISK10","cruises","yes",10.3667,22.5,0.62828536,0.37171464,10.04,5.94,"RISK","10",0.62828536,4.1,12,"selflocomotion",-1.6333,"0"
"1190","72","RISK10","cruises","yes",10.5333,22.3,0.48476229,0.51523771,11.93,12.68,"RISK","10",0.48476229,-0.75,8,"selflocomotion",2.5333,"1"
"1191","73","RISK10","cruises","yes",10.0667,21.2,0.56094151,0.43905849,24.07,18.84,"RISK","10",0.56094151,5.23,10.5,"selflocomotion",-0.433299999999999,"0"
"1192","74","RISK10","cruises","yes",9.7667,20.9,0.67677913,0.32322087,23.87,11.4,"RISK","10",0.67677913,12.47,11,"selflocomotion",-1.2333,"0"
"1193","77","RISK10","cruises","yes",10.6333,22.6,0.52951144,0.47048856,9.38,8.33,"RISK","10",0.52951144,1.05,10.5,"selflocomotion",0.1333,"1"
"1194","78","RISK10","cruises","yes",10.0667,20.3,0.39440449,0.60559551,22.49,34.53,"RISK","10",0.39440449,-12.04,11,"selflocomotion",-0.933299999999999,"0"
"1195","81","RISK10","cruises","yes",10.2333,20.4,0.61828069,0.38171931,14.78,9.13,"RISK","10",0.61828069,5.65,13,"selflocomotion",-2.7667,"0"
"1196","82","RISK10","cruises","yes",9.6,20.3,0.60326531,0.39673469,11.09,7.29,"RISK","10",0.60326531,3.8,10,"selflocomotion",-0.4,"0"
"1197","87","RISK10","cruises","yes",9.6333,20.2,0.75194565,0.24805435,30.44,10.04,"RISK","10",0.75194565,20.4,10,"selflocomotion",-0.3667,"0"
"1198","88","RISK10","cruises","yes",10.4667,20.5,0.55365517,0.44634483,20.07,16.18,"RISK","10",0.55365517,3.89,9,"selflocomotion",1.4667,"1"
"1199","91","RISK10","cruises","yes",10.233,19.2,0.19541328,0.80458672,4.09,16.84,"RISK","10",0.19541328,-12.75,11.97,"selflocomotion",-1.737,"0"
"1200","92","RISK10","cruises","yes",10.0333,21.6,0.54316912,0.45683088,21.39,17.99,"RISK","10",0.54316912,3.4,12,"selflocomotion",-1.9667,"0"
"1201","93","RISK10","cruises","yes",10.3,19.2,0.54578474,0.45421526,14.28,11.88,"RISK","10",0.54578474,2.4,10.8,"selflocomotion",-0.5,"0"
"1202","94","RISK10","cruises","yes",9.7333,18,0.40696943,0.59303057,16.18,23.57,"RISK","10",0.40696943,-7.39,9,"selflocomotion",0.7333,"1"
"1203","96","RISK10","cruises","yes",10.4,22.7,0.40508744,0.59491256,6.37,9.36,"RISK","10",0.40508744,-2.99,13,"selflocomotion",-2.6,"0"
"1204","97","RISK10","cruises","yes",9.8333,18.8,0.53763099,0.46236901,42.33,36.4,"RISK","10",0.53763099,5.93,10,"selflocomotion",-0.166700000000001,"0"
"1205","98","RISK10","cruises","yes",10.5667,18.9,0.66953077,0.33046923,60,29.62,"RISK","10",0.66953077,30.38,8,"selflocomotion",2.5667,"1"
"1206","100","RISK13","cruises","yes",13.4,33.7,0.63946188,0.36053812,14.26,8.04,"RISK","13",0.63946188,6.22,10.8,"selflocomotion",2.6,"1"
"1207","103","RISK13","cruises","yes",13.2,31.1,0.51927096,0.48072904,21.88,21.51,"RISK","13",0.51927096,0.369999999999997,10,"selflocomotion",3.2,"1"
"1208","104","RISK13","cruises","yes",12.633,30.1,0.53881823,0.46118177,41.62,37.55,"RISK","13",0.53881823,4.07,12,"selflocomotion",0.632999999999999,"1"
"1209","105","RISK13","cruises","yes",12.6,30.2,0.59842533,0.40157467,14.99,8.53,"RISK","13",0.59842533,6.46,11,"selflocomotion",1.6,"1"
"1210","110","RISK13","cruises","yes",13.467,31.6,0.55009065,0.44990936,15.71,14.84,"RISK","13",0.55009065,0.870000000000001,10,"selflocomotion",3.467,"1"
"1211","111","RISK13","cruises","yes",13.233,28.9,0.33967572,0.66032428,15.62,27.81,"RISK","13",0.33967572,-12.19,8,"selflocomotion",5.233,"1"
"1212","112","RISK13","cruises","yes",12.767,30.2,0.56444819,0.43555181,13.4,10.34,"RISK","13",0.56444819,3.06,10.5,"selflocomotion",2.267,"1"
"1213","113","RISK13","cruises","yes",12.767,30.2,0.66573816,0.33426184,14.34,7.2,"RISK","13",0.66573816,7.14,8,"selflocomotion",4.767,"1"
"1214","115","RISK13","cruises","yes",12.567,31.7,0.52432725,0.47567275,36.59,39.02,"RISK","13",0.52432725,-2.43,16,"selflocomotion",-3.433,"0"
"1215","116","RISK13","cruises","yes",13.1,31.3,0.37291402,0.62708598,22.45,42.66,"RISK","13",0.37291402,-20.21,8.5,"selflocomotion",4.6,"1"
"1216","117","RISK13","cruises","yes",12.767,30.1,0.46805528,0.53194472,12.24,13.16,"RISK","13",0.46805528,-0.92,12,"selflocomotion",0.766999999999999,"1"
"1217","122","RISK13","cruises","yes",13.067,31,0.70845838,0.29154162,23.71,8.54,"RISK","13",0.70845838,15.17,8,"selflocomotion",5.067,"1"
"1218","123","RISK13","cruises","yes",12.933,30,0.64370569,0.35629431,52.59,35.96,"RISK","13",0.64370569,16.63,11,"selflocomotion",1.933,"1"
"1219","125","RISK13","cruises","yes",13.133,31.8,0.61721353,0.38278647,22.62,11.03,"RISK","13",0.61721353,11.59,8.5,"selflocomotion",4.633,"1"
"1220","127","RISK13","cruises","yes",12.967,30.2,0.36904926,0.63095074,31.44,49.11,"RISK","13",0.36904926,-17.67,11,"selflocomotion",1.967,"1"
"1221","129","RISK13","cruises","yes",12.633,32.2,0.38301045,0.61698955,14.91,24.36,"RISK","13",0.38301045,-9.45,11,"selflocomotion",1.633,"1"
"1222","130","RISK13","cruises","yes",13,30.2,0.497116,0.502884,23.27,23.54,"RISK","13",0.497116,-0.27,9,"selflocomotion",4,"1"
"1223","1","MR10","fearheights","yes",10.06666667,13.5,0.47197043,0.52802957,53.63,60,"MR","10",0.52802957,6.37,NA,"anxiety",NA,NA
"1224","2","MR13","fearheights","yes",12.93333333,17.5,0.4658405,0.5341595,52.326,60,"MR","13",0.5341595,7.674,12,"anxiety",0.93333333,"1"
"1225","3","MR10","fearheights","no",10.06666667,13.2,0.814995563,0.185004437,31.229,7.089,"MR","10",0.185004437,-24.14,NA,"anxiety",NA,NA
"1226","4","MR13","fearheights","no",12.7,13.8,0.46488482,0.53511518,10.7665,12.393,"MR","13",0.53511518,1.6265,NA,"anxiety",NA,NA
"1227","5","MR13","fearheights","yes",13.5,15.3,0.523095624,0.476904376,21.947,20.009,"MR","13",0.476904376,-1.938,7,"anxiety",6.5,"1"
"1228","6","MR13","fearheights","yes",13.1,14.5,0.487272727,0.512727273,22.78,23.97,"MR","13",0.512727273,1.19,NA,"anxiety",NA,NA
"1229","7","MR13","fearheights","no",12.7,14.5,0.494,0.506,16.796,17.204,"MR","13",0.506,0.408000000000001,NA,"anxiety",NA,NA
"1230","8","MR13","fearheights","",12.96666667,15,0.315642661,0.684357339,18.071,39.18045,"MR","13",0.684357339,21.10945,NA,"anxiety",NA,NA
"1231","10","MR13","fearheights","no",13.1,14.8,0.441306267,0.558693733,8.5,10.761,"MR","13",0.558693733,2.261,NA,"anxiety",NA,NA
"1232","13","MR10","fearheights","no",10.06666667,14,0.429761905,0.570238095,12.274,16.286,"MR","10",0.570238095,4.012,NA,"anxiety",NA,NA
"1233","14","MR13","fearheights","yes",12.83333333,14,0.5,0.5,60,60,"MR","13",0.5,0,11,"anxiety",1.83333333,"1"
