"","subj","experiment.x","age.at.study","age.at.survey","prop.lower","prop.higher","avg.lower","avg.higher","crawls","cruises","fearheights","handtohand","hiddensearch","pincer","points","pullstand","reaches","rolls","sits","stands","strangerdanger","walks","waves","exp","agegroup","looking.to.unexp","LTdiff"
"108","108","RISK13",12.567,17.5157303370787,0.48764456,0.51235544,10.39,11.44,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.48764456,-1.05
"109","109","RISK13",12.567,17.5157303370787,0.39007777,0.60992224,21.04,37.43,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.39007777,-16.39
"110","110","RISK13",13.467,31.6,0.55009065,0.44990936,15.71,14.84,7.5,10,11.0344827586207,9,13,7,10,10,2,3.5,5,11,8.89421052631579,11.25,9,"RISK","13",0.55009065,0.870000000000001
"111","111","RISK13",13.233,28.9,0.33967572,0.66032428,15.62,27.81,6.5,8,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,8,7,3.5,4.5,8,10,8.89421052631579,10.5,11,"RISK","13",0.33967572,-12.19
"112","112","RISK13",12.767,30.2,0.56444819,0.43555181,13.4,10.34,14,10.5,11.0344827586207,6,8,8,7,10,5,6,6.5,10.5,8.89421052631579,10.5,12,"RISK","13",0.56444819,3.06
"113","113","RISK13",12.767,30.2,0.66573816,0.33426184,14.34,7.2,7,8,11.0344827586207,3,9.25785714285714,8.4372602739726,11,8,2,5,6,12,10,13,12,"RISK","13",0.66573816,7.14
"114","114","RISK13",12.767,17.5157303370787,0.37709724,0.62290277,35.69,50.44,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.37709724,-14.75
"115","115","RISK13",12.567,31.7,0.52432725,0.47567275,36.59,39.02,9,16,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,10,2,5,6,16,11,16,11,"RISK","13",0.52432725,-2.43
"116","116","RISK13",13.1,31.3,0.37291402,0.62708598,22.45,42.66,10,8.5,11.0344827586207,6.89676470588235,9.25785714285714,7,9.95285714285714,7.75,3,2.5,6,7.75,6,13,8,"RISK","13",0.37291402,-20.21
"117","117","RISK13",12.767,30.1,0.46805528,0.53194472,12.24,13.16,9,12,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,10,4.27025641025641,4,6,12,8.89421052631579,13,9.61527777777778,"RISK","13",0.46805528,-0.92
"118","118","RISK13",12.9,17.5157303370787,0.44857359,0.55142641,8.48,9.82,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.44857359,-1.34
"119","119","RISK13",13.167,17.5157303370787,0.65688355,0.34311645,60,32,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.65688355,28
"120","120","RISK13",12.6,17.5157303370787,0.538491,0.461509,20.91,19.39,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.538491,1.52
"121","121","RISK13",12.833,17.5157303370787,0.63750377,0.36249623,37.59,19.76,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.63750377,17.83
"122","122","RISK13",13.067,31,0.70845838,0.29154162,23.71,8.54,7,8,11.0344827586207,7,7,8,9.95285714285714,7,5.5,3,5,10,11,10,7,"RISK","13",0.70845838,15.17
"123","123","RISK13",12.933,30,0.64370569,0.35629431,52.59,35.96,10,11,11.0344827586207,3.5,8,8.4372602739726,6,9,2.25,3.25,7,13,12,13,10,"RISK","13",0.64370569,16.63
"124","124","RISK13",13.1,17.5157303370787,0.61275139,0.38724861,14.32,9.05,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.61275139,5.27
"125","125","RISK13",13.133,31.8,0.61721353,0.38278647,22.62,11.03,10,8.5,11.0344827586207,5,9.25785714285714,8,9.95285714285714,7,3,4,5.5,7,6,10,9.61527777777778,"RISK","13",0.61721353,11.59
"126","126","RISK13",12.967,17.5157303370787,0.67898166,0.32101834,29.93,8.59,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.67898166,21.34
"127","127","RISK13",12.967,30.2,0.36904926,0.63095074,31.44,49.11,9,11,18,12,12,11,12,10,3,5,6,12,6,12,8,"RISK","13",0.36904926,-17.67
"128","128","RISK13",12.833,17.5157303370787,0.55768333,0.44231668,47.76,37.88,8.308375,10.1546835443038,11.0344827586207,6.89676470588235,9.25785714285714,8.4372602739726,9.95285714285714,9.09294871794872,4.27025641025641,4.47481927710843,6.15823529411765,10.6788059701493,8.89421052631579,12.0907142857143,9.61527777777778,"RISK","13",0.55768333,9.88
"129","129","RISK13",12.633,32.2,0.38301045,0.61698955,14.91,24.36,8,11,15,6,12,11,12,10,5,5,6,12,7,12,10,"RISK","13",0.38301045,-9.45
"130","130","RISK13",13,30.2,0.497116,0.502884,23.27,23.54,4,9,11.0344827586207,6.5,8,6.75,10,8,8,3.5,5.5,9.5,8,9.5,10,"RISK","13",0.497116,-0.27
